1H	2H	3H	4H	5H	1V	2V	3V	4V	5V	Modifications	Chromosome	Student's T-test Significant Avastin_Control	Student's T-test significant	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# Razor Peptides	# Peptides Sequest HT	Student's T-test p-value Avastin_Control	Student's T-test Difference Avastin_Control	Student's T-test Test statistic Avastin_Control	Entrez Gene ID	Ensembl Gene ID	Gene ID	Description	Accession
6,571728	6,547352	6,617381	6,618505	6,570734	6,684006	6,644032	6,748575	6,756083	6,655675		1	+	Avastin_Control	8	14	8	1	0	8	0,000351146939086248	0,112534427642822	11,2867109440902	65123		INTS3	Integrator complex subunit 3 [OS=Homo sapiens]	Q68E01
6,245074	6,740709	6,700247	6,549767	6,64312	6,44128	6,892525	6,420202	6,90854	6,753644		2			3	5	3	1	0	3	0,366564408319225	0,107454776763916	1,01723679177081	65055	ENSG00000068615.17	REEP1	Isoform 3 of Receptor expression-enhancing protein 1 [OS=Homo sapiens]	Q9H902-3
6,410919	6,723622	6,43628	6,597261	6,726314	6,630648	6,649531	6,34233	7,055043	6,712724		6;CHR_HSCHR6_MHC_APD_CTG1;CHR_HSCHR6_MHC_COX_CTG1;CHR_HSCHR6_MHC_DBB_CTG1;CHR_HSCHR6_MHC_MCF_CTG1;CHR_HSCHR6_MHC_QBL_CTG1			3	3	3	1	0	3	0,400951666653498	0,099176025390625	0,93887484691288	2550	ENSG00000237112.8;ENSG00000204681.10;ENSG00000232632.8;ENSG00000206511.10;ENSG00000206466.10;ENSG00000232569.8	GABBR1	gamma-aminobutyric acid type B receptor subunit 1 [OS=Homo sapiens]	Q9UBS5-1
6,573647	6,532159	6,630563	6,599636	6,591607	6,664301	6,761477	6,757551	6,587915	6,716516		2	+	Avastin_Control	10	31	10	1	0	10	0,0442694097667219	0,112029647827148	2,89658296301625	3685	ENSG00000138448.11	ITGAV	Integrin alpha-V [OS=Homo sapiens]	P06756
6,364394	6,705848	6,462798	6,829706	6,511873	6,714363	6,671335	6,723129	6,724853	6,647471		17			2	4	2	1	0	2	0,230323263707922	0,121306419372559	1,41375946536071	1453	ENSG00000141551.14	CSNK1D	Casein kinase I isoform delta [OS=Homo sapiens]	P48730-1
6,19865	6,638718	6,714245	6,727239	6,590071	6,533719	6,783314	6,438665	7,00165	6,671004	Acetyl [N-Term]	X			8	29	8	1	0	8	0,354181521422729	0,111885929107666	1,04702990925929	2824	ENSG00000046653.14	GPM6B	Isoform 4 of Neuronal membrane glycoprotein M6-b [OS=Homo sapiens]	Q13491-4
6,599575	6,69088	6,537566	6,518849	6,570951	6,684683	6,700993	6,796454	6,587962	6,716703		17			4	6	4	1	0	4	0,0543424248799496	0,113794898986816	2,69558421049349	29115	ENSG00000161526.14	SAP30BP	SAP30-binding protein [OS=Homo sapiens]	Q9UHR5-1
6,574391	6,572335	6,637864	6,57918	6,563761	6,716292	6,770562	6,757854	6,648166	6,59618		2	+	Avastin_Control	4	6	4	1	0	4	0,0175264965767395	0,1123046875	3,9010095156315	55339	ENSG00000136709.11	WDR33	pre-mRNA 3' end processing protein WDR33 [OS=Homo sapiens]	Q9C0J8
6,594373	6,480357	6,479985	6,60127	6,753541	6,732576	6,581825	6,734996	6,593542	6,83601		11			4	6	3	1	1	4	0,0559177850082766	0,113884735107422	2,66807757095595	6786	ENSG00000167323.10	STIM1	stromal interaction molecule 1 [OS=Homo sapiens]	Q13586
6,542573	6,607863	6,587009	6,644178	6,528302	6,708451	6,572528	6,700589	6,755529	6,736995		7			2	3	2	1	0	2	0,0519997878710347	0,112833118438721	2,73823737819982	83992	ENSG00000077063.10	CTTNBP2	Cortactin-binding protein 2 [OS=Homo sapiens]	Q8WZ74
7,100655	6,036361	6,500469	6,783122	6,248	6,107393	6,604443	7,665956	6,17285	6,282256		20			2	3	2	1	0	2	0,936841327991605	0,0328578948974609	0,0843362988201263	1522	ENSG00000101160.13	CTSZ	Cathepsin Z [OS=Homo sapiens]	Q9UBR2
6,441994	6,741497	6,183475	6,695127	6,639843	6,633122	6,956	6,774305	6,62131	6,393314		16			2	2	2	1	0	2	0,396544019470278	0,13522310256958	0,948589048656848	9785	ENSG00000140829.11	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [OS=Homo sapiens]	Q92620
6,661066	6,575917	6,586464	6,617651	6,480588	6,738768	6,548437	6,687901	6,799605	6,712871		2			3	3	3	1	0	3	0,0648240358269435	0,113179016113281	2,52768638617163	54454		ATAD2B	ATPase family AAA domain-containing protein 2B [OS=Homo sapiens]	Q9ULI0
6,639521	6,551044	6,616106	6,551523	6,565572	6,689409	6,710778	6,713558	6,705787	6,677452		1	+	Avastin_Control	5	11	5	1	0	5	0,00469100761733633	0,114643859863281	5,69689778752084	9295	ENSG00000116754.13	SRSF11	serine/arginine-rich splicing factor 11 [OS=Homo sapiens]	Q05519
6,673902	6,423311	6,592233	6,620539	6,604121	6,642063	6,658205	6,695572	6,79915	6,697657		9			7	43	7	1	0	7	0,0620537963287904	0,115707969665527	2,56885607951006	6418	ENSG00000119335.16	SET	Protein SET [OS=Homo sapiens]	Q01105
6,343067	6,680079	6,631592	6,624246	6,594353	6,58569	6,843994	6,574306	6,728831	6,72986		3			2	3	2	1	0	2	0,0755811771601263	0,117868900299072	2,38495226756757	2596	ENSG00000172020.12	GAP43	Isoform 2 of Neuromodulin [OS=Homo sapiens]	P17677-2
6,296224	6,733143	6,744171	6,537897	6,531192	6,7337	6,610178	6,657139	6,676449	6,742013		20			3	3	3	1	0	3	0,324367727619781	0,11537036895752	1,1227732675287	149986	ENSG00000149657.19	LSM14B	protein LSM14 homolog B [OS=Homo sapiens]	Q9BX40
6,566679	6,605295	6,549187	6,700344	6,495237	6,66381	6,75358	6,699442	6,72558	6,641924		8	+	Avastin_Control	3	8	2	1	0	3	0,00938288534286501	0,113518524169922	4,68926225632098	9530	ENSG00000156735.10	BAG4	BAG family molecular chaperone regulator 4 [OS=Homo sapiens]	O95429
6,479838	6,630795	6,578184	6,559196	6,669437	6,779337	6,689994	6,562206	6,774074	6,682974		X			7	39	5	1	1	7	0,134735548522005	0,114226913452148	1,87061294334228	116442	ENSG00000155961.4	RAB39B	Ras-related protein Rab-39B [OS=Homo sapiens]	Q96DA2
6,641363	6,551941	6,638868	6,639155	6,439832	6,727221	6,72808	6,793983	6,56142	6,673722		17			7	10	7	1	0	7	0,0992311063144997	0,114653301239014	2,13871374611931	6416	ENSG00000065559.14	MAP2K4	Isoform 2 of Dual specificity mitogen-activated protein kinase kinase 4 [OS=Homo sapiens]	P45985-2
6,796128	6,623513	6,489251	6,642962	6,293209	6,714908	6,743952	6,813136	6,541926	6,650167		20			2	4	2	1	0	2	0,269614773178827	0,123805236816406	1,28038852576389	65992	ENSG00000198171.12	DDRGK1	DDRGK domain-containing protein 1 [OS=Homo sapiens]	Q96HY6-1
6,48539	6,541284	6,535419	6,73943	6,594769	6,484821	6,699799	6,856237	6,670169	6,729995		10			3	5	3	1	0	3	0,183080583419254	0,108945655822754	1,60816260118702	23172	ENSG00000165660.7	FAM175B	BRISC complex subunit Abro1 [OS=Homo sapiens]	Q15018
6,303394	6,769332	6,607327	6,623325	6,578113	6,706565	6,769371	6,531297	6,704465	6,775909		5			3	4	3	1	0	3	0,221706056976853	0,1212233543396	1,44601074938258	91137	ENSG00000164209.16	SLC25A46	Solute carrier family 25 member 46 [OS=Homo sapiens]	Q96AG3
6,435541	6,663973	6,651287	6,628402	6,529537	6,673615	6,621006	6,678635	6,768306	6,748121		5			10	20	8	1	2	10	0,0994313119171608	0,116188621520996	2,13692004517143	1501	ENSG00000169862.18	CTNND2	Catenin delta-2 [OS=Homo sapiens]	Q9UQB3-1
6,52282	6,555313	6,551419	6,733681	6,531575	6,542049	6,76086	6,714795	6,875876	6,570586		9	+	Avastin_Control	5	10	5	1	0	5	0,0346789528122	0,11387186050415	3,1450435637501	22954	ENSG00000119401.10	TRIM32	E3 ubiquitin-protein ligase TRIM32 [OS=Homo sapiens]	Q13049
6,279411	6,73263	6,580334	6,613951	6,675746	6,558419	6,736063	6,304693	6,903272	6,911057					3	29	3	1	0	3	0,383644433736267	0,106286334991455	0,977557714127531				Cytochrome c oxidase subunit 2 [OS=Sus scrofa]	P50667
6,397342	6,565212	6,512162	6,707976	6,706518	6,648677	6,735189	6,725742	6,666687	6,711308		1			12	33	2	1	0	12	0,108990941645099	0,119678783416748	2,0556348268259	192669	ENSG00000126070.19	AGO3;EIF2C3	Protein argonaute-3 [OS=Homo sapiens]	Q9H9G7
6,527085	6,641416	6,535933	6,644848	6,569095	6,713531	6,735145	6,608639	6,77736	6,66066		19	+	Avastin_Control	9	17	6	1	3	9	0,00468610837382777	0,115391635894775	5,69853678388957	4858	ENSG00000104967.6	NOVA2	RNA-binding protein Nova-2 [OS=Homo sapiens]	Q9UNW9
6,717877	6,625834	6,2507	6,706363	6,530518	6,763298	6,744777	6,703286	6,596035	6,669503		X			3	4	3	1	0	3	0,233011591428883	0,129121589660645	1,40394414112379	9130	ENSG00000071859.14	FAM50A	Protein FAM50A [OS=Homo sapiens]	Q14320
6,604319	6,564521	6,587553	6,518061	6,643879	6,788394	6,584762	6,710064	6,65027	6,753197		9	+	Avastin_Control	5	9	5	1	0	5	0,0128776710568832	0,113671016693115	4,27706112747167	51759	ENSG00000136819.15	C9orf78	Uncharacterized protein C9orf78 [OS=Homo sapiens]	Q9NZ63
6,448255	6,576878	6,486748	6,5665	6,793746	6,398538	6,880189	6,493918	6,892553	6,764453		20			2	5	2	1	0	2	0,252787032052048	0,11150484085083	1,33501056134215	24141	ENSG00000125869.9	LAMP5	Lysosome-associated membrane glycoprotein 5 [OS=Homo sapiens]	Q9UJQ1-1
6,64095	6,574397	6,621811	6,586461	6,493906	6,705787	6,616817	6,796899	6,608536	6,76434		7			6	18	6	1	0	6	0,0707555242485567	0,114970970153809	2,44591987163043	5683	ENSG00000256646.7;ENSG00000106588.10	PSMA2	Proteasome subunit alpha type-2 [OS=Homo sapiens]	P25787
6,405848	6,704446	6,551516	6,607003	6,635859	6,632994	6,750844	6,524269	6,800751	6,776653		3			7	38	7	1	0	7	0,06923064394504	0,116168022155762	2,46617333506707	4045	ENSG00000185565.11	LSAMP	Limbic system-associated membrane protein [OS=Homo sapiens]	Q13449
6,733885	6,587009	6,603813	6,505423	6,468347	6,65378	6,626332	7,128246	6,419397	6,563876		1			6	26	3	1	0	6	0,428246637133656	0,0986311912536621	0,88063776651178	5872	ENSG00000143545.8	RAB13	Ras-related protein Rab-13 [OS=Homo sapiens]	P51153
6,62402	6,592115	6,499824	6,530281	6,663897	6,668119	6,645954	6,714494	6,71226	6,753743		3	+	Avastin_Control	6	13	2	1	4	6	0,0275764104007773	0,116886901855469	3,38817509827912	29925	ENSG00000173540.12	GMPPB	Isoform 2 of Mannose-1-phosphate guanyltransferase beta [OS=Homo sapiens]	Q9Y5P6-2
6,501866	6,752511	6,517206	6,622974	6,508582	6,812873	6,717158	6,540179	6,582112	6,822728		10			3	8	3	1	0	3	0,23401571319199	0,114381980895996	1,40030687581418	22884		WDR37	Isoform 2 of WD repeat-containing protein 37 [OS=Homo sapiens]	Q9Y2I8-2
6,711573	6,514109	6,633429	6,535999	6,513976	6,646766	6,681516	6,940128	6,575156	6,626404		3			5	14	3	1	2	5	0,145977706252687	0,11217679977417	1,8015333728883	29927	ENSG00000058262.9	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1 [OS=Homo sapiens]	P61619
6,726822	6,431444	6,553649	6,720134	6,460082	6,686687	6,521074	6,84937	6,709383	6,716703		3			18	66	2	1	0	18	0,15833626539977	0,118217277526855	1,73186801880789	397040		UGP2	UTP--glucose-1-phosphate uridylyltransferase [OS=Sus scrofa]	P79303
6,57568	6,686433	6,543027	6,542118	6,566815	6,684397	6,648171	6,63627	6,759156	6,769049		15			7	11	6	1	1	7	0,0637119965464851	0,116593837738037	2,54396642177026	10933	ENSG00000185787.14	MORF4L1	Mortality factor 4-like protein 1 [OS=Homo sapiens]	Q9UBU8-1
6,632124	6,560702	6,612495	6,570542	6,542228	6,707168	6,686467	6,817614	6,63074	6,656067	Acetyl [N-Term]	20	+	Avastin_Control	28	89	28	1	0	28	0,0101909936639118	0,115992641448975	4,57902110083105	1434	ENSG00000124207.16	CSE1L	Exportin-2 [OS=Homo sapiens]	P55060-1
7,046933	6,198469	6,587915	6,575762	6,36325	6,928156	6,239394	7,17294	6,194245	6,718018		15			4	8	4	1	0	4	0,60372100964159	0,0960847854614258	0,562635290637703	23336		SYNM	Synemin [OS=Homo sapiens]	O15061-1
6,447269	6,671	6,635497	6,586667	6,567451	6,675503	6,699051	6,746127	6,701612	6,679085			+	Avastin_Control	5	13	5	1	0	5	0,0204434037808324	0,118699073791504	3,72174433787055				Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10 [OS=Homo sapiens]	Q14694-2
6,524345	6,693481	6,52276	6,638015	6,531044	6,696261	6,755459	6,615329	6,72853	6,707343		15	+	Avastin_Control	5	29	5	1	0	5	0,00700358564910762	0,118655204772949	5,09569454445731	51495	ENSG00000074696.12	PTPLAD1;HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 [OS=Homo sapiens]	Q9P035
6,671072	6,133527	6,686348	6,765266	6,495456	6,668432	6,751509	6,693437	6,663932	6,713216		6			3	4	3	1	0	3	0,31437339918504	0,147771263122559	1,14958708585732	221443	ENSG00000124596.16	OARD1	O-acetyl-ADP-ribose deacetylase 1 [OS=Homo sapiens]	Q9Y530
6,640962	6,368928	6,48537	6,798916	6,587199	6,661054	6,696954	6,552062	6,834146	6,748672		1			6	39	6	1	0	6	0,0984548775154701	0,12230281829834	2,14570639478115	57402	ENSG00000189334.8	S100A14	protein S100-A14 [OS=Homo sapiens]	Q9HCY8
6,315125	6,708697	6,604365	6,700407	6,554979	6,510959	6,717669	6,507763	6,946016	6,775434		1			5	51	5	1	0	5	0,163351171041424	0,114853572845459	1,70522842472198	6513	ENSG00000117394.19	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1 [OS=Homo sapiens]	P11166
6,704381	6,614541	6,553443	6,746428	6,223573	6,808311	6,488559	6,957995	6,537922	6,6362		11			6	10	5	1	0	6	0,416083084002852	0,117324733734131	0,906196643392184	5977	ENSG00000133884.9	DPF2	Zinc finger protein ubi-d4 [OS=Homo sapiens]	Q92785
6,492924	6,679243	6,48428	6,601178	6,642377	6,822202	6,622802	6,684083	6,669697	6,699542	Acetyl [N-Term]	12			2	4	2	1	0	2	0,14537532018524	0,119664669036865	1,80508802643199	552889	ENSG00000253719.3	ATXN7L3B	Putative ataxin-7-like protein 3B [OS=Homo sapiens]	Q96GX2
6,46655	6,680876	6,604226	6,707583	6,419728	6,500268	6,787666	6,768498	6,624734	6,785551		14			4	7	4	1	0	4	0,189926436677656	0,117550849914551	1,57700759613464	23241	ENSG00000179364.13	PACS2	Isoform 2 of Phosphofurin acidic cluster sorting protein 2 [OS=Homo sapiens]	Q86VP3-2
6,636093	6,271701	6,56809	6,694267	6,685124	6,780611	6,674541	6,651897	6,707317	6,67866		6			2	3	2	1	0	2	0,159182572332776	0,12755012512207	1,72731039208383	25844	ENSG00000137207.11	YIPF3	protein YIPF3 [OS=Homo sapiens]	Q9GZM5
6,629212	6,706518	6,469927	6,603198	6,488994	6,798001	6,692033	6,438558	6,79766	6,747405		15			3	12	3	1	0	3	0,119412439919471	0,115161418914795	1,97551904667754	4351	ENSG00000178802.17	MPI	mannose-6-phosphate isomerase [OS=Homo sapiens]	P34949
6,1918	6,422906	6,922436	6,67948	6,595444	6,885086	6,683696	6,327328	6,824004	6,729281		12			2	2	2	1	0	2	0,572079991931596	0,127466106414795	0,614563159528458	57605	ENSG00000090975.12	PITPNM2	Membrane-associated phosphatidylinositol transfer protein 2 [OS=Homo sapiens]	Q9BZ72
6,313256	6,530896	6,836508	6,458647	6,696686	6,777323	6,71139	6,613431	6,62933	6,750185		X			3	3	3	1	0	3	0,309262378839475	0,129133319854736	1,16360496074353	5256	ENSG00000044446.11	PHKA2	Phosphorylase b kinase regulatory subunit alpha, liver isoform [OS=Homo sapiens]	P46019
6,510906	6,355722	6,809278	6,672843	6,518752	6,719968	6,589052	6,879595	6,604507	6,687192		8			2	4	2	1	0	2	0,0907384343813075	0,122562503814697	2,21874863066765	55756	ENSG00000104299.14	INTS9	integrator complex subunit 9 [OS=Homo sapiens]	Q9NV88-1
6,674516	6,542806	6,62056	6,65496	6,402575	6,719047	6,702518	6,886992	6,491879	6,676339		5			6	15	5	1	1	6	0,22623233835172	0,116271781921387	1,42891710191922	414426		PRKAG1	5'-AMP-activated protein kinase subunit gamma-1 [OS=Sus scrofa]	Q09138
6,314678	6,553024	6,654987	6,732675	6,621583	6,397109	6,748627	6,789276	6,733778	6,777267		3	+	Avastin_Control	2	2	2	1	0	2	0,0275367329246664	0,113821983337402	3,38973505273878	5793	ENSG00000144724.19	PTPRG	Receptor-type tyrosine-protein phosphatase gamma [OS=Homo sapiens]	P23470
6,702086	6,452362	6,62131	6,713413	6,389194	6,695402	6,580757	6,943533	6,618877	6,637705					3	3	3	1	0	3	0,196844527793959	0,11958179473877	1,54667849931781				Isoform 4 of Dedicator of cytokinesis protein 9 [OS=Homo sapiens]	Q9BZ29-4
6,513998	6,601949	6,488029	6,663298	6,627234	6,698367	6,805277	6,646451	6,630812	6,720813		7	+	Avastin_Control	4	8	4	1	0	4	0,0467419189542083	0,121442699432373	2,84265291564905	51622;221960	ENSG00000146574.15;ENSG00000122674.11	CCZ1;CCZ1B	Vacuolar fusion protein CCZ1 homolog B [OS=Homo sapiens]	P86790
6,332218	6,743486	6,522633	6,744669	6,526653	6,578275	6,815798	6,425342	6,922863	6,712736		7			2	3	2	1	0	2	0,124869167858653	0,11707067489624	1,93656591202981	55607	ENSG00000158528.11	PPP1R9A	Isoform 3 of Neurabin-1 [OS=Homo sapiens]	Q9ULJ8-3
6,266743	6,792706	6,466622	6,736726	6,586091	6,459186	6,900848	6,412964	6,956258	6,692298		17			8	16	8	1	0	8	0,0742396262969946	0,114533138275146	2,40144834936318	8506	ENSG00000108797.11	CNTNAP1	Contactin-associated protein 1 [OS=Homo sapiens]	P78357
6,74616	6,449724	6,380978	6,797637	6,490249	6,820913	6,514797	6,787751	6,820097	6,533608		1			6	93	2	1	0	6	0,162518216532867	0,122483730316162	1,70959287415327	2780	ENSG00000134183.11	GNAT2	Guanine nucleotide-binding protein G(T) subunit alpha-2 [OS=Homo sapiens]	P19087
6,346947	6,75016	6,670252	6,470771	6,638789	6,587129	6,756213	6,673132	6,709356	6,780018		17			6	85	3	1	0	6	0,0753293420546813	0,12578592300415	2,38802348537713	4830	ENSG00000239672.7	NME1	Isoform 2 of Nucleoside diphosphate kinase A [OS=Homo sapiens]	P15531-2
6,551871	6,689001	6,578623	6,562933	6,519213	6,588691	6,733355	6,599913	6,813745	6,763543		19			3	7	3	1	0	3	0,0847732431439166	0,119521141052246	2,28014246442978	199731	ENSG00000105767.2	CADM4	Cell adhesion molecule 4 [OS=Homo sapiens]	Q8NFZ8
6,743156	6,296157	6,739587	6,487499	6,588716	6,557106	6,514369	7,011324	6,585814	6,755243		1			2	3	2	1	0	2	0,229290559985986	0,113748264312744	1,41756032747294	51177	ENSG00000023902.13	PLEKHO1	pleckstrin homology domain-containing family O member 1 [OS=Homo sapiens]	Q53GL0-1
6,737503	6,372795	6,618575	6,707787	6,43301	6,730467	6,689055	6,732049	6,724959	6,617097		12			4	5	4	1	0	4	0,101281329396677	0,124791812896729	2,1205323753071	79720	ENSG00000139722.6	VPS37B	Vacuolar protein sorting-associated protein 37B [OS=Homo sapiens]	Q9H9H4
6,608809	6,397165	6,768764	6,511526	6,557652	6,510393	6,540306	6,753818	6,674672	6,941118		17			3	6	2	1	0	3	0,236962219427429	0,115278244018555	1,3897224278161	57551	ENSG00000160551.10	TAOK1	Serine/threonine-protein kinase TAO1 [OS=Homo sapiens]	Q7L7X3
6,461129	6,530429	6,440777	6,528319	6,846046	6,623204	6,496505	6,399183	6,966597	6,813676		1			4	4	4	1	0	4	0,350273868973054	0,0984930038452148	1,05662343019135	55243		KIRREL	Isoform 2 of Kin of IRRE-like protein 1 [OS=Homo sapiens]	Q96J84-2
6,386287	6,760719	6,463513	6,629745	6,640165	6,578875	6,844655	6,385133	6,873732	6,773922		11			3	8	3	1	0	3	0,106114798516095	0,115177154541016	2,07923470346184	220296	ENSG00000165478.6	HEPACAM	Hepatocyte cell adhesion molecule [OS=Homo sapiens]	Q14CZ8-1
6,514109	6,441283	6,482674	6,854367	6,553215	6,604367	6,516063	6,947162	6,589388	6,797862					4	5	4	1	0	4	0,365374319394256	0,121838665008545	1,02006126322148				Isoform 6 of Extended synaptotagmin-2 [OS=Homo sapiens]	A0FGR8-6
6,430383	6,660693	6,581143	6,605031	6,618724	6,60127	6,698881	6,719207	6,720026	6,765288		6;CHR_HSCHR6_MHC_COX_CTG1;CHR_HSCHR6_MHC_DBB_CTG1;CHR_HSCHR6_MHC_MCF_CTG1;CHR_HSCHR6_MHC_QBL_CTG1;CHR_HSCHR6_MHC_SSTO_CTG1	+	Avastin_Control	4	7	4	1	0	4	0,00585378412467252	0,121739482879639	5,35809546738813	6293	ENSG00000228425.9;ENSG00000236014.10;ENSG00000206286.11;ENSG00000225590.9;ENSG00000223501.8;ENSG00000224455.9	VPS52	Vacuolar protein sorting-associated protein 52 homolog [OS=Homo sapiens]	Q8N1B4
6,383058	6,620797	6,602041	6,679367	6,603198	6,658466	6,737233	6,470656	6,903136	6,710806		1			8	21	8	1	0	8	0,166554221218653	0,118367290496826	1,68866092862009	9927	ENSG00000116688.16	MFN2	Mitofusin-2 [OS=Homo sapiens]	O95140
6,581915	6,591613	6,554067	6,599783	6,572807	6,62327	6,735647	6,691454	6,722401	6,733633		2	+	Avastin_Control	4	8	3	1	1	4	0,00438659672092227	0,121244144439697	5,80292362656913	9208	ENSG00000124831.18	LRRFIP1	Isoform 4 of Leucine-rich repeat flightless-interacting protein 1 [OS=Homo sapiens]	Q32MZ4-4
6,425406	6,53796	6,451747	6,770927	6,690989	6,525061	6,714243	6,458257	7,017482	6,733148		7			6	9	6	1	0	6	0,0595467459402944	0,114232158660889	2,60797223453258	5803	ENSG00000106278.11	PTPRZ1	Receptor-type tyrosine-protein phosphatase zeta [OS=Homo sapiens]	P23471-1
6,524335	6,601123	6,618294	6,410197	6,729053	6,604121	6,706442	6,746039	6,711768	6,737772		3			4	8	4	1	0	4	0,06216680605688	0,12462797164917	2,56713573166131	78987	ENSG00000163703.17	CRELD1	Isoform 2 of Cysteine-rich with EGF-like domain protein 1 [OS=Homo sapiens]	Q96HD1-2
6,454858	6,756207	6,54499	6,621297	6,490081	6,574835	6,796976	6,597011	6,882047	6,631773		12	+	Avastin_Control	3	4	3	1	0	3	0,0355765927732829	0,123041534423828	3,11854572591365	113246	ENSG00000111678.10	C12orf57	Protein C10 [OS=Homo sapiens]	Q99622
6,490249	6,770829	6,434628	6,649615	6,537607	6,658212	6,689299	6,770829	6,587965	6,799605		X			5	5	3	1	0	5	0,214239154002315	0,124596405029297	1,47499121234085	2182	ENSG00000068366.19	ACSL4	Long-chain-fatty-acid--CoA ligase 4 [OS=Homo sapiens]	O60488-1
6,067383	6,524478	6,299696	6,846587	6,953586	6,667439	6,691313	6,232416	7,217801	6,468834		X			6	12	2	1	0	6	0,564013923443279	0,117214679718018	0,628103742490487	2892	ENSG00000125675.17	GRIA3	Glutamate receptor 3 [OS=Homo sapiens]	P42263-1
6,390506	6,702266	6,584912	6,629158	6,580383	6,625611	6,649475	6,559803	6,895759	6,760676		15			6	23	6	1	0	6	0,144840457605135	0,120819664001465	1,80825740556595	27020	ENSG00000156642.16	NPTN	Neuroplastin [OS=Homo sapiens]	Q9Y639-2
6,502909	6,589401	6,618952	6,664456	6,521191	6,687201	6,636716	6,609814	6,800054	6,775412		13			9	18	9	1	0	9	0,0599647252110164	0,122457599639893	2,60132087429288	51028	ENSG00000136100.12	VPS36	Vacuolar protein-sorting-associated protein 36 [OS=Homo sapiens]	Q86VN1
6,455966	6,575304	6,640778	6,609094	6,611635	6,555331	6,733191	6,774095	6,786242	6,655797		9	+	Avastin_Control	5	8	5	1	0	5	0,00646459058191016	0,122375965118408	5,2115870207284	1384	ENSG00000095321.16	CRAT	Carnitine O-acetyltransferase [OS=Homo sapiens]	P43155
6,531361	6,549463	6,625682	6,618152	6,574859	6,679364	6,756834	6,774786	6,647454	6,654669		10	+	Avastin_Control	9	13	9	1	0	9	0,0164798778022063	0,122718238830566	3,97426284430142	79591	ENSG00000120029.12	C10orf76	UPF0668 protein C10orf76 [OS=Homo sapiens]	Q5T2E6-1
6,384919	6,795586	6,691082	6,473816	6,51698	6,778971	6,576507	6,504277	6,771368	6,852942		5			3	7	3	1	0	3	0,407860336052137	0,124336242675781	0,923828596074687	134492	ENSG00000170584.10	NUDCD2	NudC domain-containing protein 2 [OS=Homo sapiens]	Q8WVJ2
6,58472	6,47814	6,685914	6,629966	6,506012	6,742805	6,525128	6,864881	6,650329	6,713198		3	+	Avastin_Control	4	8	4	1	0	4	0,0304099013146162	0,122317790985107	3,2831727653754	10425	ENSG00000177479.19	ARIH2	E3 ubiquitin-protein ligase ARIH2 [OS=Homo sapiens]	O95376
6,362816	6,55664	6,53605	6,818259	6,593119	6,662488	6,571915	6,646727	6,897228	6,71973		X			18	105	17	1	1	18	0,0560810168094831	0,126240921020508	2,66527863458542	397622		ARR3	Arrestin-C [OS=Sus scrofa]	Q7YS78
6,144628	6,712412	6,542158	6,672966	6,740178	6,297193	6,857938	6,658926	6,735055	6,890558		15	+	Avastin_Control	2	3	2	1	0	2	0,00183780933598072	0,125465488433838	7,33618919699598	585		BBS4	Isoform 2 of Bardet-Biedl syndrome 4 protein [OS=Homo sapiens]	Q96RK4-2
6,429814	6,576548	6,711117	6,618205	6,546983	6,650089	6,645392	6,595218	6,906234	6,69319		3			2	10	2	1	0	2	0,156389363886635	0,12149133682251	1,74245130438754	51714	ENSG00000198843.12	SELT	Selenoprotein T [OS=Homo sapiens]	P62341
6,702936	6,44412	6,566854	6,538187	6,61609	6,652142	6,740709	6,981219	6,652116	6,418354		17			4	5	4	1	0	4	0,358972432065137	0,115270519256592	1,03539545688238	5469	ENSG00000125686.11	MED1	Mediator of RNA polymerase II transcription subunit 1 [OS=Homo sapiens]	Q15648
6,732158	6,412688	6,61097	6,448356	6,660995	6,674499	6,52881	6,885848	6,580807	6,800147		19			4	6	4	1	0	4	0,0843384466136621	0,120988655090332	2,2848056906602	581	ENSG00000087088.19	BAX	Isoform Beta of Apoptosis regulator BAX [OS=Homo sapiens]	Q07812-2
6,55382	6,539159	6,609606	6,700853	6,486031	6,720528	6,69102	6,712045	6,635509	6,74616		7			3	6	3	1	0	3	0,0831184204094813	0,123158550262451	2,29803626730943	51530	ENSG00000091732.15	ZC3HC1	Nuclear-interacting partner of ALK [OS=Homo sapiens]	Q86WB0
6,746709	6,498429	6,635515	6,528532	6,473051	6,707847	6,556923	7,049508	6,486151	6,649203					3	6	3	1	0	3	0,253134495073187	0,113478946685791	1,33384737704548				Isoform 4 of Cyclin-K [OS=Homo sapiens]	O75909-4
6,784406	6,497314	6,556478	6,615172	6,407087	6,841717	6,587182	6,755795	6,578992	6,718359		15			2	4	2	1	0	2	0,10701524623008	0,12431755065918	2,07177108719326	25963	ENSG00000103978.15	TMEM87A	Transmembrane protein 87A [OS=Homo sapiens]	Q8NBN3-1
